CRN,Course,Section,Title,Hours,Area of LLC,Type,Days,Time,Location,Instructor,Seats Still Available,
"7035","MUSC 306","2","Global Transformations","3","  AIGM","Lec","TR","1330-1445","FERG 208","Ward-Griffin, M","12","Open",
"7036","MUSC 310","1","Advanced Ear Training II","1","","Lab","TR","1500-1615","FERG 210","Reimer, M","10","Open",
"7037","MUSC 312","1","Extend Tonal Tech and Atonalit","3","","Lec","MWF","1100-1150","FERG 210","Cook, C","9","Open",
"7038","MUSC 315","1","Digital Creativ w/Music Tech","3","  AICE","Lec","MWF","0900-0950","FERG 213","Cook, C","0","Closed",
"8215","MUSC 395","1","SP TPC: Music in Childhood","3","","Lec","TR","0930-1045","FERG A182","Ankney, K","3","Open",
"7039","MUSC 397","1","Brass Literature and Pedagogy","3","","Lec","","","ARR ","Reimer, M","18","Open",
"8283","MUSC 398","1","Percussion Literat &amp;  Pedagogy","3","","Lec","","","ARR ","Bowman, J","0","Closed",
"7040","MUSC 413","1","Counterpoint","3","","Lec","TR","1330-1445","FERG A182","Cook, C","5","Open",
"7041","MUSC 416","1","Jazz Composition &amp; Arranging","3","","Lec","MWF","1400-1450","FERG 213","Rossum, K","10","Open",
"7042","MUSC 490","W1","WI:Falk Sem Music Hist Rsrch","3","  WI","Lec","TR","1500-1615","FERG A182","Ward-Griffin, M","15","Open",
"8249","MUSC 492","1","Music Capstone Project","3","","Lab","","","ARR ","Mooney, C","0","Closed",
"7043","MUSC 496","1","Vocal Pedagogy","3","","Lec","MWF","1000-1050","FERG A183","Holland, R","7","Open",
"8086","MUSC 520","1","Choral Literature &amp; Conducting","3","","Lec","MWF","0900-0950","FERG A182","Fowler, L","7","Open",
"8087","MUSC 530","1","Wind Literature &amp; Conducting","3","","Lec","MWF","1000-1050","FERG A182","Reimer, M","7","Open",
"7317","NEUR 201","1","Introduction of Neuroscience","3","","Lec","MWF","1400-1450","FORBES 2015","Rollins, L","24","Open",
"7318","NEUR 201","2","Introduction of Neuroscience","3","","Lec","TR","0800-0915","FORBES 3012","Wiens, K","15","Open",
"7319","NEUR 301","W1","WI: Research Mthds Neuroscienc","4","  WI","Lec","MWF","1100-1150","FORBES 2070D","Campolattaro, M","0","Closed",
"7322","NEUR 301L","1","Research Mthds in Neur Lab","0","","Lab","M","1200-1445","FORBES 2002","Campolattaro, M","0","Closed",
"7323","NEUR 301L","2","Research Mthds in Neur Lab","0","","Lab","W","1200-1445","FORBES 2002","Campolattaro, M","0","Closed",
"7320","NEUR 360","1","Neuroendocrinology","3","","Lec","MWF","0900-0950","FORBES 2070C","Velkey, A","26","Open",
"7321","NEUR 420","1","Neuroanatomy","3","","Lec","TR","1600-1715","FORBES 2070D","Mitrano, D","9","Open",
"7752","NSCI 310","1","The Study of Science","3","","Lec","T","1800-2045","FORBES 2090","Nichols, W","3","Open",
"8180","PCSE 498","W1","WI:Capstone Proj, Appl Physics","1 - 3","  WI","Ind","T","1800-1915","LUTR 322","Gore, D","12","Open",
"7767","PCSE 699","1","Thesis Research","1 - 6","","Ind","","","ARR ","Siochi, A","6","Open",
"8285","PERC 232","1","Applied Music: Percussion","1","","Lab","","","ARR ","Bowman, J","0","Closed",
"8286","PERC 334","1","Applied Music: Percussion","2","","Lab","","","ARR ","Bowman, J","0","Closed",
"7540","PHIL 101","1","Critical Thinking I","3","  AIIF","Lec","MWF","0800-0850","MCM 200D","Barber, C","0","Closed",
"7541","PHIL 101","2","Critical Thinking I","3","  AIIF","Lec","MWF","0900-0950","MCM 200D","Barber, C","0","Closed",
"7542","PHIL 101","3","Critical Thinking I","3","  AIIF","Lec","MWF","1100-1150","MCM 164","Hutchinson, D","0","Closed",
"7543","PHIL 101","4","Critical Thinking I","3","  AIIF","Lec","TR","1630-1745","MCM 114","Homan, M","0","Closed",
"7544","PHIL 101","5","Critical Thinking I","3","  AIIF","Lec","TR","1800-1915","MCM 114","Homan, M","0","Closed",
"7545","PHIL 201","1","Ancient and Medieval Phil","3","  AIGM","Lec","MWF","0900-0950","MCM 162","Caccese, N","3","Open",
"7546","PHIL 201","2","Ancient and Medieval Phil","3","  AIGM","Lec","MWF","0900-0950","MCM 366","George, C","0","Closed",
"7547","PHIL 201","3","Ancient and Medieval Phil","3","  AIGM","Lec","MWF","1000-1050","MCM 212","Jelinek, E","1","Open",
"7548","PHIL 201","4","Ancient and Medieval Phil","3","  AIGM","Lec","MWF","1200-1250","MCM 360","Jelinek, E","0","Closed",
"7549","PHIL 202","1","Modern Philosophy","3","  AIWT","Lec","TR","1330-1445","MCM 257","Homan, M","0","Closed",
"7550","PHIL 202","2","Modern Philosophy","3","  AIWT","Lec","TR","1500-1615","MCM 200C","Davidson, J","0","Closed",
"7551","PHIL 202","3","Modern Philosophy","3","  AIWT","Lec","TR","1630-1745","MCM 200D","Teschner, G","1","Open",
"7552","PHIL 205","1","The Anatomy of Thought","3","  AIIF","Lec","MWF","1500-1550","MCM 101","Silverman, E","7","Open",
"7553","PHIL 207","1","Ethical Issues in Business","3","","Lec","MWF","1200-1250","MCM 164","Park, J","0","Closed",
"7554","PHIL 207","2","Ethical Issues in Business","3","","Lec","MWF","1400-1450","MCM 164","Park, J","0","Closed",
"7555","PHIL 207","3","Ethical Issues in Business","3","","Lec","MW","1600-1715","MCM 164","Park, J","0","Closed",
"7556","PHIL 308","1","Philosophy of Religion","3","","Lec","MWF","1000-1050","MCM 307","Hutchinson, D","10","Open",
"7557","PHIL 315","1","Philosophy of Gender","3","  AIII","Lec","TR","1100-1215","FORBES 3014","Hutchinson, D","0","Closed",
"7558","PHIL 319","1","Phil of Love and Sexuality","3","  AIII","Lec","MWF","1300-1350","MCM 164","Silverman, E","0","Closed",
"7559","PHIL 321","W1","WI:Legal Reasoning","3","  AIIF  WI","Lec","MW","1800-1915","MCM 207","Woolard, G","5","Open",
"7560","PHIL 326","W1","WI: Philosophy in the Movies","3","  WI","Lec","W","1930-2215","MCM 114","Teschner, G","0","Closed",
"7561","PHIL 337","1","Radical Evil &amp; Phil of Law","3","  AIII","Lec","TR","0930-1045","MCM 310","Underwood, L","1","Open",
"7562","PHIL 348","1","Asian Philosophy","3","","Lec","TR","1500-1615","MCM 200D","Thompson, J","14","Open",
"7563","PHIL 349","1","Islamic Philosophy","3","","Lec","TR","1330-1445","MCM 200C","Timani, H","6","Open",
"7564","PHIL 379","1","Philosophy of Language","3","","Lec","TR","1100-1215","MCM 200D","Park, J","4","Open",
"7566","PHIL 425","1","Constitutional Theory","3","","Lec","MW","1800-1915","MCM 257","Homan, M","5","Open",
"7567","PHIL 490","W1","WI: Senior Seminar","3","  WI","Lec","MWF","1300-1350","MCM 101","Hutchinson, D","12","Open",
"7568","PHIL 499","1","Independent Study","1 - 3","","Ind","","","ARR ","Staff","0","Closed",
"7936","PHYS 105L","1","Elementary Physics Lab","1","  AINW","Lab","W","1300-1545","LUTR 301","Bastaninejad, M","0","Closed",
"7937","PHYS 105L","2","Elementary Physics Lab","1","  AINW","Lab","W","1800-2045","LUTR 301","Fernandez, J","0","Closed",
"7938","PHYS 105L","3","Elementary Physics Lab","1","  AINW","Lab","R","0800-1045","LUTR 301","Ruger, J; Gore, D","1","Open",
"7939","PHYS 105L","4","Elementary Physics Lab","1","  AINW","Lab","R","1330-1615","LUTR 301","Bastaninejad, M","0","Closed",
"7940","PHYS 105L","5","Elementary Physics Lab","1","  AINW","Lab","R","1800-2045","LUTR 301","McHugh, M","0","Closed",
"7928","PHYS 141","1","How Things Work","3","  AINW","Lec","MW","1600-1715","LUTR 376","Fernandez, J","1","Open",
"7929","PHYS 141","2","How Things Work","3","  AINW","Lec","TR","1100-1215","LUTR 258","Cueman, M","3","Open",
"7930","PHYS 141","3","How Things Work","3","  AINW","Lec","TR","1330-1445","LUTR 322","Cueman, M","0","Closed",
"7931","PHYS 141","4","How Things Work","3","  AINW","Lec","TR","1630-1745","LUTR 121","Ambrozewicz, P","4","Open",
"7933","PHYS 142","1","Energy:Prin, Problems &amp; Societ","3","  AINW","Lec","TR","0930-1045","LUTR 210","Selim, R","3","Open",
"7934","PHYS 144","1","Astronomy","3","  AINW","Lec","TR","0800-0915","LUTR 347","DeJong, A","2","Open",
"7935","PHYS 144","2","Astronomy","3","  AINW","Lec","TR","1500-1615","LUTR 258","DeJong, A","11","Open",
"7941","PHYS 151","1","Intermediate Physics","3","  AINW","Lec","TR","0930-1045","LUTR 121","DeJong, A","0","Closed",
"7942","PHYS 151L","1","Intermediate Physics-Lab","1","  AINW","Lab","M","1300-1545","LUTR 310","Cole, L","4","Open",
"7943","PHYS 151L","2","Intermediate Physics-Lab","1","  AINW","Lab","M","1800-2045","LUTR 310","Fernandez, J","4","Open",
"7944","PHYS 152","1","Intermediate Physics","3","  AINW","Lec","MW","1800-1915","MCM 114","Ward, S","0","Closed",
"7945","PHYS 152","2","Intermediate Physics","3","  AINW","Lec","TR","1100-1215","LUTR 121","Selim, R","0","Closed",
"7946","PHYS 152","3","Intermediate Physics","3","  AINW","Lec","TR","1500-1615","LUTR 121","Brash, E","13","Open",
"7947","PHYS 152L","1","Intermediate Physics - Lab","1","  AINW","Lab","M","1000-1245","LUTR 306","Cole, L","2","Open",
"7948","PHYS 152L","2","Intermediate Physics - Lab","1","  AINW","Lab","M","1400-1645","LUTR 306","Ward, S","0","Closed",
"7949","PHYS 152L","3","Intermediate Physics - Lab","1","  AINW","Lab","M","1800-2045","LUTR 306","Ungaro, M","0","Closed",
"7950","PHYS 152L","4","Intermediate Physics - Lab","1","  AINW","Lab","T","0930-1215","LUTR 306","Bastaninejad, M","2","Open",
"7951","PHYS 152L","5","Intermediate Physics - Lab","1","  AINW","Lab","T","1330-1615","LUTR 306","Bastaninejad, M","3","Open",
"7952","PHYS 152L","6","Intermediate Physics - Lab","1","  AINW","Lab","T","1800-2045","LUTR 306","Ungaro, M","0","Closed",
"7953","PHYS 152L","7","Intermediate Physics - Lab","1","  AINW","Lab","W","0800-1045","LUTR 306","Cole, L","10","Open",
"7954","PHYS 201","1","General Physics","3","  AINW","Lec","TR","0800-0915","LUTR 242","Cole, L","14","Open",
"7955","PHYS 202","1","General Physics","3","  AINW","Lec","MWF","1100-1150","FORBES 2070A","Fersch, R","0","Closed",
"7956","PHYS 202","2","General Physics","3","  AINW","Lec","TR","1330-1445","FORBES 2070D","Monaghan, P","5","Open",
"7957","PHYS 202","3","General Physics","3","  AINW","Lec","TR","1800-1915","LUTR 347","Monaghan, P","27","Open",
"7958","PHYS 202L","1","General Physics Laboratory","1","  AINW","Lab","R","0930-1215","LUTR 310","Cole, L","5","Open",
"7959","PHYS 202L","2","General Physics Laboratory","1","  AINW","Lab","R","1330-1615","LUTR 310","Ambrozewicz, P","18","Open",
"7960","PHYS 202L","3","General Physics Laboratory","1","  AINW","Lab","R","1800-2045","LUTR 310","Ambrozewicz, P","1","Open",
"7961","PHYS 340","1","Methods of Theoretical Physics","3","","Lec","MWF","1000-1050","LUTR 170","Riedl, A","1","Open",
"8181","PHYS 340","2","Methods of Theoretical Physics","3","","Lec","MW","1800-1915","FORBES 2074","Weygand, D","11","Open",
"7962","PHYS 351","1","Modern Physics","3","","Lec","MWF","0900-0950","FORBES 2074","Fersch, R","14","Open",
"7963","PHYS 402","1","Quantum Physics","3","","Lec","TR","1500-1615","LUTR 322","Gore, D","11","Open",
"7964","PHYS 404","1","Electrodynamics","3","","Lec","TR","0930-1045","LUTR 322","Heddle, D","11","Open",
"7965","PHYS 406","1","Thermodynamics","3","","Lec","MW","1600-1715","FORBES 2070A","Gore, D","13","Open",
"8241","PHYS 495","1","SP TPC: Special Relativity","3","","Lec","MW","1930-2045","LUTR 376","Gore, D","27","Open",
"7763","PHYS 502","1","Quantum Physics","3","","Lec","TR","1500-1615","LUTR 322","Gore, D","13","Open",
"7764","PHYS 504","1","Electromagnetic Theory","3","","Lec","TR","0930-1045","LUTR 322","Heddle, D","14","Open",
"7765","PHYS 506","1","Thermodynamics/Statisticl Phys","3","","Lec","MW","1600-1715","FORBES 2070A","Gore, D","11","Open",
"7759","PHYS 521","1","Computer Architecture","3","","Lec","TR","1330-1445","LUTR 347","Gerousis, C","10","Open",
"8246","PHYS 522","1","Microprocessor-base Systems","3","","Lec","MW","1600-1715","LUTR 204","Wang, D","3","Open",
"7766","PHYS 595","1","SP TPC: Special Relativity","3","","Lec","MW","1930-2045","LUTR 376","Gore, D","7","Open",
"8287","PIAN 130","1","Applied Music: Piano","1 - 2","","Lab","","","ARR ","Reger, J","0","Closed",
"8288","PIAN 130","2","Applied Music: Piano","1 - 2","","Lab","","","ARR ","Tomassetti, E","0","Closed",
"8320","PIAN 131","1","Applied Music: Piano","1","","Lab","","","ARR ","Reger, J","0","Closed",
"8289","PIAN 132","1","Applied Music: Piano","1","","Lab","","","ARR ","Reger, J","0","Closed",
"8353","PIAN 133","1","Applied Music: Piano","2","","Lab","","","ARR ","Reger, J","0","Closed",
"8290","PIAN 134","1","Applied Music: Piano","2","","Lab","","","ARR ","Reger, J","0","Closed",
"8291","PIAN 234","1","Applied Music: Piano","2","","Lab","","","ARR ","Reger, J","0","Closed",
"8292","PIAN 332","1","Applied Music: Piano","1","","Lab","","","ARR ","Reger, J","0","Closed",
"7753","PMED 010","1","Pre-med Scholars Prgm Act I","0","","Fie","TR","1230-1320","FORBES 1022","Brown, G","36","Open",
"7754","PMED 020","1","Pre-med Scholars Prgm Act II","0","","Fie","TR","1230-1320","FORBES 1022","Brown, G","0","Closed",
"7755","PMED 030","1","Pre-med Scholars Prgm Act III","0","","Fie","TR","1230-1320","FORBES 1022","Brown, G","0","Closed",
"7756","PMED 040","1","Pre-med Scholars Prgm Act IV","0","","Fie","TR","1230-1320","FORBES 1022","Brown, G","5","Open",
"7324","PSYC 201","1","Inv Biol Bases of Beh &amp; Cogn","3","  AINW","Lec","MWF","1300-1350","FORBES 1022","Gibbons, J","0","Closed",
"7325","PSYC 201","2","Inv Biol Bases of Beh &amp; Cogn","3","  AINW","Lec","TR","0930-1045","FORBES 1022","Greenlee, S","0","Closed",
"7327","PSYC 202","1","Inv Socl Contxt of Beh &amp; Cogn","3","  AIII","Lec","MWF","1100-1150","FORBES 1022","Antaramian, S","0","Closed",
"7329","PSYC 202","3","Inv Socl Contxt of Beh &amp; Cogn","3","  AIII","Lec","MWF","1500-1550","FORBES 1022","Romito, M","0","Closed",
"7330","PSYC 202","4","Inv Socl Contxt of Beh &amp; Cogn","3","  AIII","Lec","TR","1500-1615","FORBES 1022","Mozo, C","3","Open",
"7331","PSYC 207","1","Lifespan Development","3","  AIII","Lec","MWF","0900-0950","MCM 101","Hunter, L","0","Closed",
"7332","PSYC 207","2","Lifespan Development","3","  AIII","Lec","TR","1330-1445","FORBES 2074","Marshall, T","1","Open",
"7333","PSYC 208","1","Child Development","3","  AIII","Lec","MW","1600-1715","FORBES 2015","Romito, M","0","Closed",
"7334","PSYC 208","2","Child Development","3","  AIII","Lec","MW","1800-1915","FORBES 2070E","Sulzberger, R","0","Closed",
"7335","PSYC 208","3","Child Development","3","  AIII","Lec","MW","1930-2045","FORBES 2070E","Sulzberger, R","3","Open",
"7336","PSYC 208","4","Child Development","3","  AIII","Lec","TR","1800-1915","FORBES 2074","Frantz, C","0","Closed",
"7337","PSYC 300","1","Statistical Appl-Soc Sci Rsrch","3","  AIIF","Lec","MWF","1400-1450","FORBES 2090","Dow, G","0","Closed",
"7338","PSYC 300","2","Statistical Appl-Soc Sci Rsrch","3","  AIIF","Lec","TR","1330-1445","FORBES 2090","Niehaus, J","4","Open",
"7339","PSYC 300","3","Statistical Appl-Soc Sci Rsrch","3","  AIIF","Lec","TR","1500-1615","FORBES 2090","Niehaus, J","9","Open",
"7340","PSYC 301","W1","WI:Research Mthds in Psych","3","  WI","Lec","MWF","1000-1050","FORBES 2012","Dow, G","0","Closed",
"7341","PSYC 301","W2","WI:Research Mthds in Psych","3","  WI","Lec","MWF","1200-1250","FORBES 2009","Catanzaro, D","0","Closed",
"7342","PSYC 301","W3","WI:Research Mthds in Psych","3","  WI","Lec","MWF","1200-1250","FORBES 2012","Riggins, E","0","Closed",
"7343","PSYC 301","W4","WI:Research Mthds in Psych","3","  WI","Lec","TR","1100-1215","FORBES 2002","Gibbons, J","0","Closed",
"7344","PSYC 301L","1","Research Methods Laboratory","1","","Lab","MWF","1100-1150","FORBES 2012","Dow, G","0","Closed",
"7345","PSYC 301L","2","Research Methods Laboratory","1","","Lab","MWF","1300-1350","FORBES 2009","Catanzaro, D","0","Closed",
"7346","PSYC 301L","3","Research Methods Laboratory","1","","Lab","MWF","1300-1350","FORBES 2012","Riggins, E","0","Closed",
"7347","PSYC 301L","4","Research Methods Laboratory","1","","Lab","TR","1330-1445","FORBES 2002","Gibbons, J","0","Closed",
"7348","PSYC 303","1","Industrial/Organizational Psyc","3","  AIII","Lec","TR","1330-1445","FORBES 2070A","Catanzaro, D","0","Closed",
"7349","PSYC 303","2","Industrial/Organizational Psyc","3","  AIII","Lec","TR","1500-1615","FORBES 2070A","Catanzaro, D","0","Closed",
"7350","PSYC 304","1","Social Psychology","3","","Lec","TR","1100-1215","FORBES 2070D","Hart, J","0","Closed",
"7351","PSYC 305","1","Psychology of Learning","3","","Lec","TR","0930-1045","FORBES 2070D","Velkey, A","1","Open",
"7352","PSYC 306","1","History and Systems of Psych","3","","Lec","MWF","0900-0950","FORBES 2070D","Doolittle, D","0","Closed",
"7353","PSYC 306","2","History and Systems of Psych","3","","Lec","MWF","1000-1050","FORBES 2070D","Doolittle, D","0","Closed",
"7354","PSYC 312","1","Educational Psychology","3","","Lec","TR","1630-1745","FORBES 2015","Frantz, C","1","Open",
"7355","PSYC 312","2","Educational Psychology","3","","Lec","TR","1800-1915","FORBES 2015","Riggins, E","0","Closed",
"7356","PSYC 314","1","Psychology of Personality","3","","Lec","TR","1100-1215","FORBES 2070C","Lee, S","0","Closed",
"7357","PSYC 314","2","Psychology of Personality","3","","Lec","TR","0800-0915","FORBES 2070C","Frieden, F","0","Closed",
"7358","PSYC 315","1","Psychology-Abnormal Behavior","3","","Lec","M","1600-1845","MCM 262","Hopkinson, D","0","Closed",
"7359","PSYC 315","2","Psychology-Abnormal Behavior","3","","Lec","TR","0930-1045","FORBES 2070E","Frieden, F","0","Closed",
"7360","PSYC 316","1","Cognitive Psychology","3","","Lec","MWF","0900-0950","FORBES 2070E","Rollins, L","8","Open",
"7361","PSYC 316","2","Cognitive Psychology","3","","Lec","MWF","1000-1050","FORBES 2070E","Rollins, L","0","Closed",
"7362","PSYC 350","1","Forensic Psychology","3","","Lec","TR","0800-0915","FORBES 2070D","Doolittle, D","0","Closed",
"7363","PSYC 395","1","SP TPC:Evolutionary Psychology","3","","Lec","MWF","1500-1550","FORBES 2070D","Niehaus, J","20","Open",
"7364","PSYC 405","1","Motivation and Emotion","3","","Lec","MWF","1200-1250","FORBES 2070D","Hunter, L","0","Closed",
"7365","PSYC 405L","1","Motivation and Emotion Lab","1","","Lab","MWF","1300-1350","FORBES 2070D","Hunter, L","0","Closed",
"7366","PSYC 405L","2","Motivation and Emotion Lab","1","","Lab","MWF","1400-1450","FORBES 2070D","Hunter, L","0","Closed",
"7367","PSYC 406","1","Sensation and Perception","3","","Lec","MWF","0800-0850","FORBES 2070E","Lipatova, O","5","Open",
"7368","PSYC 406L","1","Sensation and Perception Lab","1","","Lab","MWF","0900-0950","FORBES 2002","Lipatova, O","0","Closed",
"7369","PSYC 406L","2","Sensation and Perception Lab","1","","Lab","MWF","1000-1050","FORBES 2002","Lipatova, O","0","Closed",
"7370","PSYC 428","1","Cognitive Development","3","","Lec","TR","1100-1215","FORBES 2070E","Cartwright, K","0","Closed",
"7371","PSYC 428L","1","Cognitive Development Lab","1","","Lab","TR","0930-1045","FORBES 2009","Cartwright, K","0","Closed",
"7372","PSYC 428L","2","Cognitive Development Lab","1","","Lab","TR","1330-1445","FORBES 2009","Cartwright, K","1","Open",
"7373","PSYC 430","1","Social Development","3","","Lec","MWF","1000-1050","FORBES 2009","Marshall, T","0","Closed",
"7374","PSYC 430L","1","Social Development Lab","1","","Lab","MWF","1100-1150","FORBES 2009","Marshall, T","0","Closed",
"7375","PSYC 431","1","Psyc of Arch &amp; Ind Design","3","  AICE","Lec","TR","1630-1745","FORBES 2088","Berry, T","0","Closed",
"7376","PSYC 431L","1","Psyc of Arch &amp; Ind Dsgn-Lab","1","  AICE","Lab","TR","1800-1915","FORBES 2088","Berry, T","0","Closed",
"7377","PSYC 490","W1","WI: Senior Seminar in Psych","3","  WI","Lec","MWF","1400-1450","FORBES 2012","Antaramian, S","0","Closed",
"7378","PSYC 490","W2","WI: Senior Seminar in Psych","3","  WI","Lec","MW","1600-1715","FORBES 2088","Niehaus, J","3","Open",
"7379","PSYC 490","W3","WI: Senior Seminar in Psych","3","  WI","Lec","TR","0800-0915","FORBES 2009","Marshall, T","14","Open",
"7380","PSYC 490","W4","WI: Senior Seminar in Psych","3","  WI","Lec","TR","0930-1045","FORBES 2002","Hart, J","0","Closed",
"7381","PSYC 490","W5","WI: Senior Seminar in Psych","3","  WI","Lec","W","1800-2045","FORBES 2088","Berry, T","4","Open",
"7382","PSYC 491","1","Practicum in Psychology","3","","Lec","MWF","0800-0850","FORBES 2012","Greenlee, S","0","Closed",
"8363","PSYC 499","1","IND St:Theo of Mind and Counte","1 - 3","","Ind","","","ARR ","Guajardo, N","0","Closed",
"8090","PSYC 535","1","Exceptional Learner","3","","Lec","M","1400-1645","FORBES 2070E","Lee, S","0","Closed",
"8091","PSYC 544","1","Assessment of Learning","3","","Lec","W","1900-2145","FORBES 3012","Yeldell, K","0","Closed",
"7569","RSTD 211","1","Religions of the East","3","  AIGM","Lec","MWF","1000-1050","MCM 114","Curtis, M","0","Closed",
"7570","RSTD 211","2","Religions of the East","3","  AIGM","Lec","MWF","1300-1350","MCM 200B","Curtis, M","0","Closed",
"7571","RSTD 212","1","Religions of the West","3","  AIWT","Lec","MWF","1100-1150","MCM 160","Barber, C","0","Closed",
"7572","RSTD 212","2","Religions of the West","3","  AIWT","Lec","TR","1330-1445","MCM 164","Schweig, G","0","Closed",
"7573","RSTD 212","3","Religions of the West","3","  AIWT","Lec","TR","1500-1615","MCM 164","Schweig, G","0","Closed",
"7574","RSTD 218","1","The Qur&#39;an","3","  AIGM","Lec","MW","1600-1715","MCM 207","Timani, H","0","Closed",
"7575","RSTD 220","1","The Vision of Hinduism","3","","Lec","W","1930-2215","MCM 210","Schweig, G","0","Closed",
"7576","RSTD 232","1","The Vision of Christianity","3","  AIWT","Lec","TR","0930-1045","MCM 112","Strehle, S","0","Closed",
"7577","RSTD 321","1","The Church and State","3","  AIWT","Lec","MW","1600-1715","MCM 112","Strehle, S","7","Open",
"7578","RSTD 326","W1","WI:  Religion in the Movies","3","  WI","Lec","T","1930-2215","MCM 114","Redick, K","1","Open",
"7579","RSTD 337","1","Religion and Ecology","3","","Lec","TR","1630-1745","MCM 200B","Redick, K","0","Closed",
"7580","RSTD 345","1","Scriptures of the World","3","  AIGM","Lec","MWF","1400-1450","MCM 307","Thompson, J","5","Open",
"7581","RSTD 361","1","Hebrew Bible","3","  AIWT","Lec","TR","1100-1215","MCM 310","Strehle, S","7","Open",
"7582","RSTD 491","1","Practicum/Internship","1 - 3","","Pra","","","ARR ","Redick, K","0","Closed",
"8293","SAXO 231","1","Applied Music: Saxophone","1","","Lab","","","ARR ","Richmond, J","0","Closed",
"8294","SAXO 232","1","Applied Music: Saxophone","1","","Lab","","","ARR ","Richmond, J","0","Closed",
"8295","SAXO 234","1","Applied Music: Saxophone","2","","Lab","","","ARR ","Richmond, J","0","Closed",
"8296","SAXO 332","1","Applied Music: Saxophone","1","","Lab","","","ARR ","Richmond, J","0","Closed",
"8297","SAXO 334","1","Applied Music: Saxophone","2","","Lab","","","ARR ","Richmond, J","0","Closed",
"8034","SOCL 201","1","Globalization and Society","3","  AIGM","Lec","TR","1330-1445","MCM 101","Gautam, R","0","Closed",
"8035","SOCL 201","2","Globalization and Society","3","  AIGM","Lec","MWF","1300-1350","FORBES 2070A","Finn, J","0","Closed",
"8036","SOCL 201","3","Globalization and Society","3","  AIGM","Lec","TR","1630-1745","FORBES 2090","Gautam, R","0","Closed",
"8037","SOCL 205","1","Identity, Community, and Indiv","3","  AIII","Lec","MWF","0900-0950","MCM 312","Lewis, M","0","Closed",
"8038","SOCL 205","2","Identity, Community, and Indiv","3","  AIII","Lec","MWF","1000-1050","MCM 312","Lewis, M","0","Closed",
"8039","SOCL 205","3","Identity, Community, and Indiv","3","  AIII","Lec","MWF","1400-1450","FORBES 2070C","Orr, R","0","Closed",
"8040","SOCL 205","4","Identity, Community, and Indiv","3","  AIII","Lec","MWF","1500-1550","FORBES 2070C","Orr, R","1","Open",
"8041","SOCL 205","5","Identity, Community, and Indiv","3","  AIII","Lec","TR","1500-1615","FORBES 2070C","Manton, M","0","Closed",
"8043","SOCL 295","1","SP TPC: Exploring Social World","3","","Lec","MWF","1200-1250","FORBES 3014","Lewis, M","0","Closed",
"8044","SOCL 301","W1","WI:  Sociological Theory","3","  WI","Lec","TR","1630-1745","FORBES 3014","Daugherty, J","0","Closed",
"8045","SOCL 301","W2","WI:  Sociological Theory","3","  WI","Lec","TR","1800-1915","FORBES 3014","Daugherty, J","0","Closed",
"8046","SOCL 304","1","Socialization and Society","3","","Lec","MW","1600-1715","FORBES 2074","Daugherty, J","0","Closed",
"8047","SOCL 304","2","Socialization and Society","3","","Lec","MW","1800-1915","FORBES 2070D","Daugherty, J","0","Closed",
"8048","SOCL 306","1","Social Psychology","3","","Lec","TR","1100-1215","FORBES 2070D","Hart, J","0","Closed",
"8051","SOCL 314","1","Education, Culture and Society","3","","Lec","MWF","0900-0950","LUTR 121","Weber, R","0","Closed",
"8052","SOCL 314","2","Education, Culture and Society","3","","Lec","TR","0930-1045","MCM 212","Randolph, A","0","Closed",
"8053","SOCL 314","3","Education, Culture and Society","3","","Lec","TR","1500-1615","FORBES 2012","Randolph, A","0","Closed",
"8068","SOCL 314L","1E","Educ, Culture and Society Lab","1","","Lab","M","1100-1215","ARR ","Powell, L","3","Open",
"8069","SOCL 314L","2E","Educ, Culture and Society Lab","1","","Lab","T","1100-1215","ARR ","Sykes, J","4","Open",
"8070","SOCL 314L","3S","Educ, Culture and Society Lab","1","","Lab","W","1500-1615","ARR ","Chappell, C","8","Open",
"8071","SOCL 314L","4ES","Educ, Culture and Society Lab","1","","Lab","R","1500-1615","ARR ","Kohr, R","5","Open",
"8054","SOCL 315","1","Health and Healing","3","","Lec","TR","1330-1445","FORBES 2070E","Timmer, A","0","Closed",
"8055","SOCL 315","2","Health and Healing","3","","Lec","TR","1500-1615","FORBES 2070E","Timmer, A","0","Closed",
"8056","SOCL 319","1","Deviant Behavior","3","","Lec","MWF","1300-1350","FORBES 2074","Briddell, L","0","Closed",
"8057","SOCL 319","2","Deviant Behavior","3","","Lec","MWF","1400-1450","FORBES 2074","Briddell, L","0","Closed",
"8058","SOCL 321","1","Criminology","3","","Lec","MWF","1100-1150","FORBES 3012","Briddell, L","0","Closed",
"8061","SOCL 377","1","Women, Gender and Culture","3","","Lec","MWF","1400-1450","FORBES 2070A","Randolph, A","0","Closed",
"8062","SOCL 377","2","Women, Gender and Culture","3","","Lec","MWF","1500-1550","FORBES 2070A","Randolph, A","0","Closed",
"8063","SOCL 392","1","Statistics for Social Research","3","","Lec","MWF","1100-1150","LUTR 109","Harris, J","0","Closed",
"8064","SOCL 392","2","Statistics for Social Research","3","","Lec","MWF","1200-1250","LUTR 109","Harris, J","0","Closed",
"8065","SOCL 480","1","WI:Research Methods and Design","3","  WI","Lec","TR","1100-1215","LUTR 111","Waldron, L","0","Closed",
